text,cmp_code,eu_code,pos,manifesto_id,party,date,language,annotations,translation_en,date_full,year
Introducing a social tariff for the most vulnerable to provide targeted energy discounts for vulnerable households.,503,NA,304,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Helping people with the cost of living and their energy bills by implementing a proper, one-off windfall tax on the super-profits of oil and gas producers and traders.",503,NA,305,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Decoupling electricity prices from the wholesale gas price.,403,NA,306,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Eliminating unfair regional differences in domestic energy bills.,503,NA,307,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Accelerate the deployment of renewable power and deliver energy security by: Removing the Conservatives’ unnecessary restrictions on new solar and wind power, and supporting investment and innovation in tidal and wave power in particular.",416.2,NA,308,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Maintaining the ban on fracking and introducing a ban on new coal mines.,416.2,NA,309,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Building the grid infrastructure required, facilitated by a strategic Land and Sea Use Framework as set out in chapter 15.",411,NA,310,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Implementing the UK’s G7 pledge to end fossil fuel subsidies,",416.2,NA,311,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"while ensuring a just transition that values the skills and experience of people working in the oil and gas industry and provides good opportunities for them,",701,NA,312,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and takes special care of the regions and communities most affected.,503,NA,313,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Investing in energy storage, including green hydrogen, pumped storage and battery capability.",416.2,NA,314,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Working together with our European neighbours to build a sustainable supply chain for renewable energy technology.,108,NA,315,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Building more electricity interconnectors between the UK and other countries to guarantee security of supply,",403,NA,316,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
located carefully to avoid disruption to local communities and minimise environmental damage.,416.2,NA,317,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Support the expansion of community and decentralised energy, including:",403,NA,318,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Empowering local authorities to develop local renewable electricity generation and storage strategies.,301,NA,319,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Giving small low-carbon generators the right to export their electricity to an existing electricity supplier on fair terms.,403,NA,320,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Requiring large energy suppliers to work with community schemes to sell the power they generate to local customers.,403,NA,321,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Reducing access costs for grid connections.,403,NA,322,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Reforming the energy network to permit local energy grids.,403,NA,323,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Guaranteeing that community benefit funds receive a fair share of the wealth generated by local renewables infrastructure.,403,NA,324,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Restore the UK’s role as a global leader on climate change by:,601.1,NA,325,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Restoring international development spending to 0.7% of national income,",107,NA,326,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
with tackling climate change a key priority for development spending.,501,NA,327,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Showing leadership on the Paris Agreement by meeting the UK’s Nationally Determined Contribution and arguing for greater global ambition.,501,NA,328,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Working together with our European neighbours to tackle the climate emergency, including by associating the UK Emissions Trading System with the EU ETS.",108,NA,329,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Continuing the UK’s support for the UN Loss and Damage Fund for countries particularly vulnerable to the impact of climate change, to ensure a just transition for all.",107,NA,330,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Pressing for all OECD countries to agree to end subsidies for foreign fossil fuel projects.,501,NA,331,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Hold businesses to account for their role in tackling climate change by:,403,NA,332,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing a general duty of care for the environment, as set out in chapter 4.",501,NA,333,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Requiring all large companies listed on UK stock exchanges to set targets consistent with achieving the net zero goal, and to report on their progress.",416.2,NA,334,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Regulating financial services to encourage climate-friendly investments, including requiring pension funds and managers to show that their portfolio investments are consistent with the Paris Agreement,",416.2,NA,335,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and creating new powers for regulators to act if banks and other investors are not managing climate risks properly.,403,NA,336,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Support British industry to cut emissions by:,501,NA,337,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Setting out a clear and stable roadmap to net zero,",501,NA,338,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
repairing the damage done by Conservative U-turns,305.1,NA,339,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and giving businesses the confidence to invest.,402,NA,340,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Expanding the market for climate-friendly products and services with steadily higher criteria in public procurement policy.,416.2,NA,341,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Implementing the Carbon Border Adjustment Mechanism for high-emission products, protecting UK businesses from unfair competition.",403,NA,342,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Reducing emissions from industrial processes by supporting carbon capture and storage and new low-carbon processes for cement and steel production.,416.2,NA,343,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Providing more advice to companies on cutting emissions, supporting the development of regional industrial clusters for zero-carbon innovation and increasing the Industrial Energy Transformation Fund.",416.2,NA,344,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Health,H,NA,345,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Good health gives people the freedom to live their lives as they choose.,504,NA,346,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
A thriving economy needs a healthy population.,504,NA,347,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Universal high-quality healthcare, free at the point of use and accessible wherever and whenever it’s needed, is therefore essential for both individual freedom and national prosperity.",504,NA,348,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Our NHS used to be the envy of the world.,504,NA,349,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"But now, too many people can’t access the care they need.",504,NA,350,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
The Conservatives have plunged the NHS into crisis – as have the SNP in Scotland and Labour in Wales.,504,NA,351,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"With more than a hundred thousand staff vacancies in England alone, a crisis in staff retention, long waiting times, missed targets and poor outcomes, patient safety is being pushed into the danger zone.",504,NA,352,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Getting an appointment with a GP can take weeks and seeing an NHS dentist is almost impossible.,504,NA,353,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
People are no longer confident that when they ring 999 an ambulance will turn up in time.,504,NA,354,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Millions are waiting for treatment, unable to work.",504,NA,355,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
The frontline workers who were rightly applauded are now overworked and burnt out.,504,NA,356,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Liberal Democrats believe that people should be in control of their own lives and health and that means everyone should get the care they need, when they need it, where they need it.",504,NA,357,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Instead of just spending money firefighting crisis after crisis, we will invest now to save taxpayers’ money in the long-run.",504,NA,358,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will strengthen patients’ rights,",504,NA,359,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"fix crumbling hospitals,",504,NA,360,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"recruit and retain a workforce for the future,",504,NA,361,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"invest in technology that improves outcomes and saves money,",411,NA,362,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and restore the UK as a world leader in health research.,601.1,NA,363,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Our plan will tackle the crisis at both the front door and the back door to the NHS:,504,NA,364,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"investing in public health and early access to community services, including GPs, pharmacists and dentists, so fewer people need to go to hospital in the first place",504,NA,365,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and fixing the crisis in social care to stop so many people being stuck in hospital beds.,504,NA,366,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Liberal Democrats understand that we need to fix social care to save our NHS.,504,NA,367,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will: Give everyone the right to see a GP within seven days, or within 24 hours if they urgently need to, with 8,000 more GPs to deliver on it.",504,NA,368,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Guarantee access to an NHS dentist for everyone needing urgent and emergency care, ending DIY dentistry and ‘dental deserts’.",504,NA,369,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improve early access to mental health services by establishing mental health hubs for young people in every community,504,NA,370,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and introducing regular mental health check-ups at key points in people’s lives when they are most vulnerable to mental ill-health.,504,NA,371,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Boost cancer survival rates and introduce a guarantee for 100% of patients to start treatment for cancer within 62 days from urgent referral.,504,NA,372,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Help people to spend five more years of their life in good health by investing in public health.,504,NA,373,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"In addition, we will: Give everyone the right to see a GP or the most appropriate practice staff member within seven days, or within 24 hours if they urgently need to, by:",504,NA,374,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Increasing the number of full-time equivalent GPs by 8,000, half by boosting recruitment and half from retaining more experienced GPs.",504,NA,375,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Giving everyone 70+ and everyone with long-term health conditions access to a named GP.,504,NA,376,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Freeing up GPs’ time by giving more prescribing rights and public health advisory services to qualified pharmacists, nurse practitioners and paramedics.",504,NA,377,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a universal 24/7 GP booking system.,504,NA,378,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Removing top-down bureaucracy to let practices hire the staff they need and invest in training.,504,NA,379,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Establishing a Strategic Small Surgeries Fund to sustain services in rural and remote areas.,504,NA,380,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Guarantee access to an NHS dentist for everyone needing urgent and emergency care by:,504,NA,381,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Bringing dentists back to the NHS from the private sector by fixing the broken NHS dental contract and using flexible commissioning to meet patient needs.,504,NA,382,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing an emergency scheme to guarantee access to free NHS dental check-ups for those already eligible: children, new mothers, those who are pregnant and those on low incomes.",504,NA,383,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Guaranteeing appointments for all those who need a dental check before commencing surgery, chemotherapy or transplant.",504,NA,384,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Take action to prevent tooth decay by: Providing supervised toothbrushing training for children in nurseries and schools.,504,NA,385,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Scrapping VAT on children’s toothbrushes and toothpaste.,504,NA,386,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Work towards a fairer and more sustainable long-term funding model for pharmacies,",504,NA,387,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and build on the Pharmacy First approach to give patients more accessible routine services and ease the pressure on GPs.,504,NA,388,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improve early access to mental health services by: Opening walk-in hubs for children and young people in every community.,504,NA,389,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Offering regular mental health check-ups at key points in people’s lives when they are most vulnerable to mental ill-health.,504,NA,390,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Putting a dedicated, qualified mental health professional in every school, as set out in chapter 8.",504,NA,391,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ending out-of-area mental health placements by increasing capacity and coordination between services, so that no one is treated far from home.",504,NA,392,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Extending young people’s mental health services up to the age of 25 to end the drop-off experienced by young people transitioning to adult services.,504,NA,393,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Increasing access to clinically effective talking therapies.,504,NA,394,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Taking an evidence-led approach to preventing and treating eating disorders, and challenging damaging stigma about weight.",504,NA,395,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Making prescriptions for people with chronic mental health conditions free on the NHS, as part of our commitment to review the entire schedule of exemptions for prescription charges.",504,NA,396,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Transforming perinatal mental health support for those who are pregnant, new mothers and those who have experienced miscarriage or stillbirth.",504,NA,397,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Tackling stigma through continued support for public education including Time to Talk.,504,NA,398,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Cutting suicide rates with a focus on community suicide prevention services and improving prevention training for frontline NHS staff.,504,NA,399,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Recognising the relationship between mental health and debt, and providing better signposting between talking therapies and debt advice.",504,NA,400,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ending inappropriate and costly inpatient placements for people with learning disabilities and autism.,504,NA,401,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Modernising the Mental Health Act to strengthen people’s rights, give them more choice and control over their treatment and prevent inappropriate detentions.",201.2,NA,402,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Creating a statutory, independent Mental Health Commissioner to represent patients, their families and carers.",504,NA,403,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Widening the current safety investigation into mental health hospitals to look at the whole patient experience, including ward design and treatment options.",504,NA,404,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Boost cancer survival rates by: Introducing a guarantee that 100% of patients will be able to start treatment within 62 days from urgent referral.,504,NA,405,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Replacing ageing radiotherapy machines and increasing their number, so no one has to travel too far for treatment.",504,NA,406,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Recruiting more cancer nurses so that every patient has a dedicated specialist supporting them throughout their treatment.,504,NA,407,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Passing a Cancer Survival Research Act requiring the Government to coordinate and ensure funding for research into the cancers with the lowest survival rates.,504,NA,408,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Halving the time for new treatments to reach patients by expanding the Medicines and Healthcare products Regulatory Agency’s capacity.,504,NA,409,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Launching a new prostate cancer screening programme for those at higher risk.,504,NA,410,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Help people spend more years of their life in good health by:,504,NA,411,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Increasing the Public Health Grant, with a proportion of the extra funding set aside for those experiencing the worst health inequalities to co-produce plans for their communities.",504,NA,412,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Establishing a ‘Health Creation Unit’ in the Cabinet Office to lead work across government to improve the nation’s health and tackle health inequalities.,504,NA,413,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing regulations to halt the dangerous use of vapes by children while recognising their role in smoking cessation for adults,",403,NA,414,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and banning the sale of single-use vapes.,403,NA,415,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improving access to blood pressure tests in community spaces.,504,NA,416,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Expanding social prescribing and investing in community projects that bring people together to combat loneliness.,504,NA,417,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a new kitemark for health apps and digital tools that are clinically proven to help people lead healthier lives.,403,NA,418,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a new levy on tobacco company profits to help fund healthcare and smoking cessation services.,403,NA,419,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Protecting children from exposure to junk food by supporting local authorities to restrict outdoor advertising and restricting TV advertising to post-watershed.,403,NA,420,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Extending the soft drinks levy to juice-based and milk-based drinks that are high in added sugar.,403,NA,421,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Tackling air pollution and poor air quality in public buildings with a Clean Air Act, as set out in chapter 12.",501,NA,422,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Train, recruit and retain the doctors, nurses and other NHS staff we need, including by:",504,NA,423,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Establishing a properly independent pay review body.,504,NA,424,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Retaining more staff across the NHS through a ten-year retention plan.,504,NA,425,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Making flexible working a day-one right and expanding access to flexible, affordable childcare, as set out in chapters 4 and 9.",504,NA,426,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Fixing the work visa system and exempting NHS and care staff from the Immigration Skills Charge, as set out in chapter 18.",602.2,NA,427,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ending the false economy of spending money on agency workers and encouraging the use of flexible staff banks.,701,NA,428,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Fix the life-threatening crisis in our ambulance services by:,504,NA,429,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ending excessive handover delays for ambulances by increasing the number of staffed hospital beds to end degrading corridor care,",504,NA,430,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and fixing social care as set out in chapter 7.,504,NA,431,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Publishing accessible, localised reports of ambulance response times.",504,NA,432,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Creating an emergency fund to reverse closures of community ambulance stations and cancel planned closures where needed.,504,NA,433,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Implement a ten-year plan to invest in hospitals and the primary care estate to end the scandal of crumbling roofs, dangerous concrete and life-expired buildings.",504,NA,434,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Create a new ‘Patients Charter’ to harness lived experience of patients and embed patient voice, partnership and safety standards across health and care settings, including:",504,NA,435,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
A new legal right to a second opinion.,504,NA,436,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
A new legal right to maintain contact in all health and care settings.,504,NA,437,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Protecting patient data and patients’ rights to opt out of data sharing.,201.2,NA,438,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Implement the recommendations of the Infected Blood Inquiry in full, including delivering full and fair compensation to all victims of the scandal in a timely and transparent manner.",503,NA,439,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introduce truly independent complaints processes and transparent monitoring of reports of sexual misconduct in the NHS.,303,NA,440,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
End the General Medical Council’s five-year rule which prevents patients raising complaints relating to matters more than five years old.,201.2,NA,441,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Enable patients to leave hospital when they no longer need to be there by investing in social care and community care, as set out in chapter 7.",504,NA,442,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Develop and implement a post-pandemic strategy for supporting people who are immunocompromised.,504,NA,443,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Harness the benefits of new technology and digital tools for patients by:,411,NA,444,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ring-fencing budgets to enable the NHS to adopt innovative digital tools that improve patient care and experience and save staff time and costs.,504,NA,445,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Replacing old, slow computers to free up clinicians’ time to care for patients.",504,NA,446,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Requiring all IT systems used by the NHS to work with each other.,504,NA,447,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ensuring every care setting has electronic records that can feed into a patient’s health record with the patient’s consent.,504,NA,448,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Expanding virtual wards and investing in new technologies that free up staff time and allow people to be treated at or closer to home.,504,NA,449,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Review diagnostic provision across the NHS and implement a new ten-year Strategic Diagnostics Plan.,504,NA,450,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improve faster access to new and novel medicines and medical devices by seeking a comprehensive mutual recognition agreement with the European Medicines Agency.,108,NA,451,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Combat the harms caused by drugs by:,504,NA,452,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Moving the departmental lead on drugs policy from the Home Office to the Department of Health and Social Care.,504,NA,453,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Investing in more addiction services and support for drug users, including specialist youth support services.",504,NA,454,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Freeing up police time, reducing court backlogs, tackling prison overcrowding and reducing the harms of drug misuse by diverting people arrested for possession of drugs for personal use into treatment where appropriate.",504,NA,455,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Protecting young people, tackling the criminal gangs and taking ‘skunk’ off the streets by introducing a legal, regulated market for cannabis.",605.2,NA,456,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Sales will be restricted to over-18s only, from licensed retailers with strict limits on potency and THC content.",403,NA,457,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Treating Scotland’s drug deaths crisis as a public health emergency,",504,NA,458,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and devolving powers for tailored solutions where necessary.,301,NA,459,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Provide a fair funding deal for hospices, including children’s hospices, recognising the valuable services they provide and saving money on hospital admissions.",504,NA,460,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Care,H,NA,461,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Everyone deserves high-quality care when they need it.,504,NA,462,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Liberal Democrats want everyone to be able to live independently and with dignity, and receive any care they need in their own home wherever possible.",503,NA,463,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Carers – paid and unpaid, young and old – do a remarkable and important job.",504,NA,464,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"They deserve far more support, but are too often forgotten and ignored.",504,NA,465,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
But social care services in this country are in crisis.,504,NA,466,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Hundreds of thousands of people are waiting for care.,504,NA,467,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Many are stranded in hospital beds because the care isn’t in place for them to leave, putting even more strain on the NHS.",504,NA,468,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"The Conservatives promised to “fix” the crisis in our social care system, that no one would have to sell their house to pay for personal care costs, and that they would not raise taxes to do it.",504,NA,469,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
They have broken all these promises.,504,NA,470,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will empower care users,",504,NA,471,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and support care workers and the millions of unpaid carers looking after loved ones.,504,NA,472,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
We will forge a new consensus on funding to ensure that no one has to sell their home to pay for their personal care.,504,NA,473,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will invest to save, recognising that providing care reduces demand on more expensive NHS services.",504,NA,474,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will: Introduce free personal care based on the model introduced by the Liberal Democrats in government in Scotland in 2002, so that provision is based on need, not ability to pay.",504,NA,475,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Create a social care workforce plan, establish a Royal College of Care Workers to improve recognition and career progression,",504,NA,476,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and introduce a higher Carer’s Minimum Wage.,412,NA,477,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Establish a cross-party commission to forge a long-term agreement on sustainable funding for social care.,504,NA,478,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Give unpaid carers a fair deal so they get the support they so desperately need, including paid carer’s leave and a statutory guarantee of regular respite breaks.",504,NA,479,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Develop a digital strategy to enable care users to live tech-enabled lives.,411,NA,480,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"In addition, we will: Provide truly personalised care that empowers individuals by:",504,NA,481,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Trialling personal health and social care budgets so that individuals are in control of what care they receive.,504,NA,482,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Rolling out digital platforms for care users to develop networks, relationships and opportunities, connecting with care workers, friends and family, voluntary groups and more.",504,NA,483,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improving communication standards so carers can support care users to co-produce and monitor care plans.,504,NA,484,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Developing a digital strategy for tech-enabled lives.,411,NA,485,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Establishing an Independent Living Taskforce to help people live independently in their own homes, as set out in chapter 10.",504,NA,486,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
